County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
Auglaize	OH	118	6.7	6.5	6.7	2919	2334
Belmont	OH	129	14.3	8.3	12.9	3494	4672
Brown	OH	90	10.5	8.4	11.8	2866	1962
Butler	OH	750	8.9	8.2	12.5	14141	8256
Carroll	OH	74	10.7	3.7	10.5	1623	1296
Champaign	OH	93	8.2	7.9	11.6	2537	1896
Clark	OH	356	11.3	8.2	14.4	5469	5016
Clermont	OH	422	6.9	3.8	13.9	8068	3937
Clinton	OH	104	9	4.4	8.7	2923	1845
Columbiana	OH	208	11.5	8.5	11.8	3884	3638
Coshocton	OH	65	10.3	4.7	15	2354	1976
Crawford	OH	114	10.5	10.9	10	2947	2574
Cuyahoga	OH	2912	13.5	9.1	10.4	52896	45286
Darke	OH	88	7.9	3.9	11.3	3353	2808
Defiance	OH	95	7.2	6	5	2663	1669
Delaware	OH	340	4.6	6.3	8.2	9320	3258
Erie	OH	309	9	7.1	8.5	4677	4112
Fairfield	OH	274	6.9	7.8	8.3	4878	3063
Fayette	OH	69	10.6	2.7	13.8	1854	1702
Franklin	OH	2020	12	8.5	9	51524	25008
Fulton	OH	106	6.6	3.6	9.4	2799	1814
Gallia	OH	67	15.5	13.1	11.4	1991	1620
Geauga	OH	236	5.7	5.2	7	5600	3327
Greene	OH	366	8.2	5.1	11.5	5248	3457
Guernsey	OH	79	14	5	15	2622	2153
Hamilton	OH	1980	11.5	10	9.7	35448	24890
Hancock	OH	138	7.5	8.2	9.4	4643	3067
Hardin	OH	68	10.5	5.6	8.7	1970	1542
Harrison	OH	39	12.1	10.8	12.9	1731	2063
Henry	OH	71	6.9	7.3	9.2	1923	1378
Highland	OH	77	11.4	8.2	10.4	3045	2237
Hocking	OH	69	12.1	6.7	13.2	1803	1443
Holmes	OH	98	10.1	7.3	5.8	4373	1375
Huron	OH	123	9	5.8	11.3	4296	2639
Jackson	OH	80	14.3	7.4	11.1	2176	1810
Jefferson	OH	172	13.6	8.1	11.7	3716	5106
Knox	OH	111	10	4.5	6.9	3572	2722
Lake	OH	1019	6.3	5.8	11.4	7773	6477
Lawrence	OH	139	16.5	8.9	10.6	3808	3694
Licking	OH	226	8.4	8	9.7	6030	3935
Logan	OH	102	9.3	9.1	8	3174	2305
Lorain	OH	602	9.8	7.5	9.4	10884	7707
Lucas	OH	1317	12.8	9.2	12	19009	13437
Madison	OH	89	8.3	9.1	11.6	2535	1792
Mahoning	OH	612	12.9	9.2	11.2	8248	9288
Marion	OH	163	11	6.7	12	4039	3269
Medina	OH	396	5.4	5.1	6.9	6137	3345
Meigs	OH	54	16.8	4.8	14.7	2736	2638
Mercer	OH	89	6.8	5.6	5.8	2833	1813
Miami	OH	250	8.1	4.6	10.2	6353	4550
Monroe	OH	32	11.7	6.3	9.8	1588	1785
Montgomery	OH	1186	11.2	8.1	11.7	22068	16729
Morgan	OH	36	14.2	8.9	11.8	1766	1659
Morrow	OH	84	9.1	7.9	-1111.1	2036	1290
Muskingum	OH	129	13.1	8.5	12.7	5439	4335
Noble	OH	35	12.2	2.5	8.6	1351	1138
Ottawa	OH	163	6.9	5.6	14	2132	2209
Paulding	OH	47	8.4	7	7.5	2547	1760
Perry	OH	86	12.2	10.6	9.5	2366	1609
Pickaway	OH	106	10.3	9.3	8.5	3004	2236
Pike	OH	64	15.7	6.1	13.1	1792	1550
Portage	OH	316	8.6	4.9	9.6	4919	3436
Preble	OH	100	7.5	2.8	6.6	2513	1887
Putnam	OH	72	6	6.3	7.1	2398	1460
Richland	OH	258	11.1	7.9	12	4780	3694
Ross	OH	109	12	5.6	12.2	4491	3668
Sandusky	OH	151	8.2	7.3	9.6	4258	3106
Scioto	OH	125	17.3	9.2	12.5	5130	4910
Seneca	OH	104	9.1	7.2	9.6	3616	2768
Shelby	OH	119	7.2	6.4	11.6	3748	2088
Stark	OH	661	9.8	7.9	9	13681	11785
Summit	OH	1324	11.1	7.4	10.1	20430	16341
Trumbull	OH	356	11	9.5	11.5	7615	7302
Tuscarawas	OH	162	9.7	6.3	11.5	6024	4644
Union	OH	105	6	5.4	7.7	3157	1383
Van Wert	OH	71	6.6	7.3	-1111.1	1772	1565
Vinton	OH	32	15	9.5	18.4	1763	1270
Warren	OH	492	5.1	4.5	7.2	7697	3463
Washington	OH	98	11.2	5.9	9.7	3545	3459
Wayne	OH	205	8.6	5.4	8.9	4823	2797
Williams	OH	92	7.7	6.8	12.5	2501	1819
Wood	OH	201	7.7	6.7	10	4038	2809
Wyandot	OH	56	6.3	8.5	12	2879	2388
Adair	OK	38	19.9	9.4	13.3	3629	2233
Alfalfa	OK	7	14.1		-1111.1	474	812
Atoka	OK	15	19.4	11.7	14.2	1589	1547
Beaver	OK	3	10.7	3.8	16.1	587	594
Beckham	OK	21	16.1	8.2	18.5	2668	2595
Blaine	OK	14	16.4	9.4	13.1	1416	1660
Bryan	OK	42	17.2	6	14.3	2504	2187
Caddo	OK	24	18.8	11.8	14	2124	1876
Canadian	OK	110	9.2	7.8	13.7	5650	3246
Carter	OK	57	15.8	4.3	14.9	3293	2918
Cherokee	OK	59	19.2	5.9	11.8	3029	1951
Choctaw	OK	20	22	7.8	17.3	2105	2126
Cimarron	OK	2	14.5		-1111.1	349	415
Cleveland	OK	419	10.2	6.2	10.7	7680	3971
Coal	OK	11	18.5	5.6	-1111.1	784	800
Comanche	OK	105	16.6	7.2	13.8	5660	2607
Cotton	OK	10	14.8	11.1	18	789	857
Craig	OK	20	15.2	7.8	16.2	1839	1878
Creek	OK	72	13.8	8.1	16.9	4441	3578
Custer	OK	26	16.3	3.9	8.7	1776	1438
Delaware	OK	53	16.9	5.8	12.7	2241	2297
Dewey	OK	5	12.9	11.8	-1111.1	482	905
Ellis	OK	3	11.9		-1111.1	436	582
Garfield	OK	54	14.1	11.4	13.8	4225	3450
Garvin	OK	34	15.8	8.3	18.5	1811	1869
Grady	OK	45	12.6	6.8	15.6	2955	2373
Grant	OK	5	13		-1111.1	479	772
Greer	OK	9	20.7	3.7	-1111.1	614	965
Harmon	OK	6	22.5	14	-1111.1	399	591
Harper	OK	3	10.1		-1111.1	344	572
Haskell	OK	21	18.2	9.7	12.9	1591	1625
Hughes	OK	17	19.4	10	11.1	1655	2059
Jackson	OK	33	14.9	6.5	13.4	2322	1354
Jefferson	OK	9	18	4.7	30	720	1164
Johnston	OK	16	17.4	7	19	1261	1371
Kay	OK	51	15.9	8	14.7	3502	3058
Kingfisher	OK	16	10.5	6.7	15.6	1813	1516
Kiowa	OK	10	18.2	11.4	10.9	1260	1745
Latimer	OK	15	19	6.2	17	1242	1305
Le Flore	OK	31	18.7	8.1	9.3	3684	2827
Lincoln	OK	34	14	7.3	18.3	1928	1720
Logan	OK	50	13.1	7.2	8.1	1944	1591
Love	OK	18	13.1	5.4	14.3	1043	984
McClain	OK	53	10.9	11.6	15.9	1897	1307
McCurtain	OK	18	21.5	6.6	19.4	2564	2124
McIntosh	OK	32	18.1	13.1	21.1	2179	2734
Major	OK	8	11.2	11.6	18	756	956
Marshall	OK	39	15	13.2	17.4	1675	1689
Mayes	OK	60	15.4	6.5	17.6	2621	2117
Murray	OK	31	14.5	8.6	20.6	1528	1829
Muskogee	OK	87	17.8	6.8	14.4	4972	4095
Noble	OK	15	13.3	4.6	13.1	1435	1300
Nowata	OK	19	14.3	7.9	12.1	1259	1269
Okfuskee	OK	18	20.5	5.4	13.5	1422	1541
Oklahoma	OK	965	15.5	8.2	14.6	34245	19299
Okmulgee	OK	57	18.3	10.2	14.7	2645	2377
Osage	OK	20	13.1	6	14.4	2315	1928
Ottawa	OK	70	16.5	6	21.3	2169	2151
Pawnee	OK	30	14.1	5.9	17.4	2033	1898
Payne	OK	101	17	5.1	10.2	4154	2638
Pittsburg	OK	34	16.5	9.5	18.2	2517	2752
Pontotoc	OK	49	17	10.2	18.7	2458	2183
Pottawatomie	OK	87	15	9.3	14.7	4530	3654
Pushmataha	OK	8	20	7.5	22.2	1348	1652
Roger Mills	OK	3	12.5	14.5	-1111.1	377	416
Rogers	OK	120	9.4	5.8	9.4	4616	2914
Seminole	OK	39	20.9	13.3	17.8	1884	1710
Sequoyah	OK	61	18.2	7.5	16.5	2787	2052
Stephens	OK	49	14.3	5.8	16	2590	2906
Texas	OK	10	11.9	7.6	13.3	3255	1464
Tillman	OK	10	19.1	12.2	14.1	1191	1338
Tulsa	OK	1003	13.2	7.9	15.8	27942	15882
Wagoner	OK	114	10.2	10.7	9.8	3660	1926
Washington	OK	118	12.2	7.5	14.5	2939	2874
Washita	OK	11	15	5.9	9.9	1307	1514
Woods	OK	7	14.3	11.4	13.6	875	1329
Woodward	OK	15	12.8	6.6	12.4	2529	1860
Baker	OR	5	14.3	7.2	24.6	1705	1955
Benton	OR	116	11.4	4	9.3	3952	2326
Clackamas	OR	197	8.4	3.5	14.1	12198	8025
Clatsop	OR	44	12.2	10.8	21.3	1941	1959
Columbia	OR	73	8.6	4.5	17.8	2675	1944
Coos	OR	40	15	6.1	17.2	3108	4285
Crook	OR	7	11.8	7.5	13.1	2214	1826
Curry	OR	14	12.4	4	31.2	1681	3163
Deschutes	OR	47	10.3	6.2	15.9	4544	2929
Douglas	OR	21	14	9	15.3	3233	3617
Gilliam	OR	1	8.6		-1111.1	168	201
Grant	OR	2	12.7	9.6	20.8	821	884
Harney	OR	1	13.5	5.4	22.8	831	754
Hood River	OR	41	12.6	5.7	12.4	3087	1680
Jackson	OR	70	13.3	6.6	20.9	6386	5853
Jefferson	OR	11	14.4	9.5	22.7	3026	1582
Josephine	OR	49	15.2	7.2	19.5	3876	5016
Klamath	OR	11	15.3	7.4	21.2	4062	3390
Lake	OR	1	15	13.3	19.5	757	804
Lane	OR	74	13.8	7.6	16.2	10832	8671
Lincoln	OR	47	14.1	9.8	21.2	2140	2761
Linn	OR	48	11.9	5.6	17.5	4092	3055
Malheur	OR	3	18.3	8.2	10.7	2434	1345
Marion	OR	258	14.1	5.7	13.7	13625	7564
Morrow	OR	6	13.2	7.7	12.2	1581	771
Multnomah	OR	1546	12.9	4.9	13.4	27949	17381
Polk	OR	95	10.3	4.9	12.3	3683	2681
Sherman	OR	2	12.7		-1111.1	164	192
Tillamook	OR	23	11.7	6.1	17.2	2382	2793
Umatilla	OR	23	13.8	4.1	11.6	5411	3034
Union	OR	12	13	5.2	14.1	1530	1207
Wallowa	OR	2	12.3	8.7	14.7	633	795
Wasco	OR	10	13.4	6.5	22.6	2913	2783
Washington	OR	691	8.7	4.3	11.8	22703	8204
Wheeler	OR	1	13.2		-1111.1	120	181
Yamhill	OR	129	10.9	6.2	11.5	5998	3416
Adams	PA	192	7.5	8.1	10.2	5200	4317
Allegheny	PA	1693	10.8	8	10.8	40998	45786
Armstrong	PA	108	11.1	7.7	11.7	3624	4379
Beaver	PA	409	10.5	6.1	11.7	5410	6479
Bedford	PA	49	10.7	10.7	17.9	2814	2482
Berks	PA	461	10.1	8	10.8	14214	10858
Blair	PA	241	12.3	6.2	9.7	4323	4930
Bradford	PA	54	11.2	5.7	10.5	3702	3261
Bucks	PA	1023	5.6	5.4	10.4	21369	15174
Butler	PA	231	8.2	5.4	11.1	6272	5292
Cambria	PA	215	11.8	7.8	14.8	4474	5762
Cameron	PA	14	10.1	5.4	-1111.1	635	718
Carbon	PA	163	9.1	5.7	13.2	2995	3762
Centre	PA	127	11.5	6.6	9.8	3813	2700
Chester	PA	627	5.3	5.8	8	17771	9822
Clarion	PA	67	12.7	3.5	12.6	2012	2159
Clearfield	PA	72	12.8	8.3	12.6	4077	4583
Clinton	PA	42	12.4	6.2	11.1	2099	2056
Columbia	PA	134	11.1	7.5	10	3080	3350
Crawford	PA	88	12.3	8.2	9.8	5360	4833
Cumberland	PA	405	6.2	6.4	8.7	6725	6061
Dauphin	PA	484	8.9	6.7	8.8	9542	7377
Delaware	PA	3016	8.9	6.9	8.9	20217	17172
Elk	PA	41	8.2	5.6	11.7	1773	1895
Erie	PA	350	12.6	8.8	9.6	10047	8070
Fayette	PA	185	15.9	5.8	12.8	4519	5498
Forest	PA	13	12.9	21.2	-1111.1	373	772
Franklin	PA	178	8.2	6	10.1	4836	3868
Fulton	PA	34	9.4	2.8	14	1636	1276
Greene	PA	69	14.6	11.9	13.8	2015	2343
Huntingdon	PA	53	11.9	5	12.3	2420	2097
Indiana	PA	107	14.2	8	12.4	4393	4535
Jefferson	PA	70	11.7	7.4	12.6	2555	2780
Juniata	PA	60	8.5	6.8	6.2	2911	2220
Lackawanna	PA	457	10.2	6.8	11.3	6442	8654
Lancaster	PA	517	8.3	7.8	7.8	19996	12837
Lawrence	PA	257	12.2	8.6	12.1	5117	5926
Lebanon	PA	347	8.7	6.3	10.2	4313	3827
Lehigh	PA	953	9.6	8	10.4	11555	9461
Luzerne	PA	351	10.8	7.3	14	8999	13344
Lycoming	PA	96	11.3	9.4	7.1	3917	3710
McKean	PA	45	12.6	7.6	13.7	2498	2750
Mercer	PA	178	12.3	9.3	8.1	3865	4221
Mifflin	PA	112	12	9.4	11.7	2963	2586
Monroe	PA	268	8.7	8.6	11.3	4670	3585
Montgomery	PA	1606	5.5	5.3	8.6	28676	21093
Montour	PA	138	8.7	10.3	13.3	2182	2274
Northampton	PA	770	7.7	5.8	10.6	9005	7777
Northumberland	PA	201	10.2	6.9	11	4893	5969
Perry	PA	81	7.9	6.5	13.2	2608	1920
Philadelphia	PA	10832	20.1	10.4	10.7	64853	50895
Pike	PA	103	7.1	4.3	12.5	2103	1916
Potter	PA	16	11.5	5.7	12.8	2126	1997
Schuylkill	PA	189	10.3	5.3	16.2	4309	6275
Snyder	PA	115	8.5	9.3	8.4	2262	1613
Somerset	PA	73	12.3	7.5	10	3983	4702
Sullivan	PA	14	10.8		-1111.1	523	1048
Susquehanna	PA	51	11.3	7	14.3	2272	2328
Tioga	PA	37	12	5.9	11.4	2202	2142
Union	PA	136	9.5	5	11.5	1994	1744
Venango	PA	83	13.1	7	11.6	3002	3305
Warren	PA	48	10.5	7.1	9.9	2268	2495
Washington	PA	241	9.7	5.8	11	6254	7387
Wayne	PA	69	10.8	1.6	12.4	2459	2896
Westmoreland	PA	359	9.4	6.3	11.4	10299	13277
Wyoming	PA	71	9.9	5.2	12.1	1536	1311
York	PA	452	7.5	5.3	10.8	14033	9887
Bristol	RI	2137	7	4.5	6.2	2470	2606
Kent	RI	1008	6.7	5.2	9.2	5608	5241
Newport	RI	805	8	5.1	6.9	4662	3759
Providence	RI	1548	14.4	7.6	7.5	24958	18303
Washington	RI	386	6.1	6.3	9.5	3980	2875
Abbeville	SC	51	13.6	11.4	8.1	3361	2458
Aiken	SC	140	13.5	10.3	14.7	5520	4293
Allendale	SC	27	28.4	16.7	-1111.1	1728	1207
Anderson	SC	244	11.9	8.6	15.1	6628	5351
Bamberg	SC	40	21.2	12.6	10.9	2140	1750
Barnwell	SC	43	17.2	13	14	3345	2368
Beaufort	SC	235	11.1	6.8	11.2	6027	3073
Berkeley	SC	138	11.7	8.6	13.2	6402	2901
Calhoun	SC	40	14.3	10.4	11.6	1734	1466
Charleston	SC	360	14.1	10	10.2	13767	8294
Cherokee	SC	137	14.8	12.4	13.2	3634	2785
Chester	SC	57	15.6	9.2	10.2	2288	1696
Chesterfield	SC	54	17.2	8.7	19	2869	2129
Clarendon	SC	55	21.3	11.8	10.1	2117	1655
Colleton	SC	37	18.6	9.8	8.3	2752	1974
Darlington	SC	120	18.2	12.5	7.2	4576	3677
Dillon	SC	77	20.4	9	10.8	2458	1669
Dorchester	SC	196	11.2	8.4	11.7	6178	3636
Edgefield	SC	51	15.8	11.2	11.5	2751	2013
Fairfield	SC	35	15.9	9.5	16.3	3175	2874
Florence	SC	164	16.3	11.5	7.6	5715	3875
Georgetown	SC	75	14.7	11.7	7.1	3838	2747
Greenville	SC	516	12	5.5	11.6	16464	10065
Greenwood	SC	149	13.9	11.5	6.2	4508	3391
Hampton	SC	38	19.4	8.2	7.3	2958	1984
Horry	SC	200	13.1	8.6	16.5	7804	5843
Jasper	SC	33	19.8	8.7	-1111.1	2917	1637
Kershaw	SC	78	12	6.5	12.8	3524	2535
Lancaster	SC	115	13.7	10.4	12.5	4024	2994
Laurens	SC	98	14.8	9.7	10.4	4109	3645
Lee	SC	50	20.5	17	8.5	2549	1987
Lexington	SC	336	10.5	7.1	12.8	9135	5300
McCormick	SC	28	16.1	15.6	10.8	876	1126
Marion	SC	71	20.5	15.8	7.7	2474	1930
Marlboro	SC	58	20.2	10.6	8.4	1982	1742
Newberry	SC	59	14.6	11.1	9.7	2428	1997
Oconee	SC	111	11.7	6.4	15.3	3925	3238
Orangeburg	SC	83	19.8	11.4	7.6	6416	4767
Pickens	SC	229	11.5	7.5	14.4	3872	2716
Richland	SC	450	13.9	7.7	8.2	13059	7701
Saluda	SC	42	15.1	11.9	10.1	2415	2020
Spartanburg	SC	329	12.9	7.8	11.5	10293	7721
Sumter	SC	159	16.3	9.7	8.7	4834	2777
Union	SC	56	14.3	9.3	15.6	1837	1794
Williamsburg	SC	38	22.9	17.2	-1111.1	2560	1969
York	SC	279	11.3	7.9	10.6	7177	4125
Aurora	SD	4	11.7		-1111.1	309	437
Beadle	SD	13	11.9	4.6	13.8	1994	1975
Bennett	SD	3	27.4	3.3	-1111.1	680	321
Bon Homme	SD	13	13	3.4	-1111.1	692	863
Brookings	SD	35	12.5	2.5	10.6	1604	924
Brown	SD	20	10.1	7.4	8.3	2290	1801
Brule	SD	6	11.5	1.7	18.7	666	523
Buffalo	SD	4	30	19.6	62.1	437	216
Butte	SD	4	13.8	7.3	22.9	1226	922
Campbell	SD	2	10.8		-1111.1	165	156
Charles Mix	SD	8	21.3	12.3	29	1647	1088
Clark	SD	4	12.6		-1111.1	458	512
Clay	SD	32	17.7	4.9	7.1	1569	975
Codington	SD	38	10.4	3.4	11.5	1759	1137
Corson	SD	2	27.5	8.4	26.3	805	394
Custer	SD	5	9.9	7.1	-1111.1	645	704
Davison	SD	43	10.8	7.2	11.6	2479	1926
Day	SD	6	13.1	13.2	-1111.1	673	1021
Deuel	SD	7	9.5	13.6	-1111.1	505	509
Dewey	SD	3	25.1	11.4	26.4	1345	465
Douglas	SD	8	11.5		-1111.1	382	440
Edmunds	SD	4	10.5		-1111.1	461	558
Fall River	SD	4	14.1	3.2	26.2	691	1115
Faulk	SD	2	10.5		-1111.1	286	295
Grant	SD	11	9.7	8.8	-1111.1	871	966
Gregory	SD	4	16.5	17.8	-1111.1	437	716
Haakon	SD	1	11.7		-1111.1	256	256
Hamlin	SD	11	10.6	4	22.3	827	702
Hand	SD	2	9.4		-1111.1	365	455
Hanson	SD	9	9.5		-1111.1	513	209
Harding	SD	0	12.7		-1111.1	153	108
Hughes	SD	23	9.9	6.3	22.2	2127	1372
Hutchinson	SD	9	11.6	3.7	-1111.1	904	1289
Hyde	SD	2	10.6		-1111.1	177	245
Jackson	SD	2	25.9	18.4	-1111.1	541	257
Jerauld	SD	4	12.8		-1111.1	215	323
Jones	SD	1	12.3		-1111.1	121	105
Kingsbury	SD	7	9.4	0	-1111.1	607	945
Lake	SD	20	10.5	4.8	9.5	1158	1102
Lawrence	SD	28	11.9	7.2	18.5	2326	1906
Lincoln	SD	58	4.4	5	7.6	3428	1539
Lyman	SD	2	18.6	12.8	-1111.1	698	353
McCook	SD	10	9.7	8.8	-1111.1	758	798
McPherson	SD	2	13.9		-1111.1	274	415
Marshall	SD	5	11.2		-1111.1	423	543
Meade	SD	7	10.1	7.6	18.4	3995	1665
Mellette	SD	2	25.6		-1111.1	361	228
Miner	SD	5	10.7		-1111.1	284	439
Minnehaha	SD	198	9.7	5.4	16	7265	3337
Moody	SD	13	9.3	8.8	-1111.1	757	655
Pennington	SD	34	13.1	8.4	12	7006	3450
Perkins	SD	1	13.8		-1111.1	355	451
Potter	SD	3	10.4		-1111.1	259	445
Roberts	SD	9	18	8.2	15.9	1491	1275
Sanborn	SD	4	12.1		-1111.1	290	290
Shannon	SD	7	35.6	15.7	26.5	3374	1149
Spink	SD	5	11.9	2.6	-1111.1	869	883
Stanley	SD	2	8.5		-1111.1	331	194
Sully	SD	1	8.1		-1111.1	160	102
Todd	SD	7	33.7	14.9	32.3	2538	724
Tripp	SD	4	16.8	15.4	-1111.1	819	745
Turner	SD	14	8.3	6.3	-1111.1	891	1174
Union	SD	29	6.3	6.1	-1111.1	1631	1056
Walworth	SD	8	15.7	5.9	-1111.1	751	931
Yankton	SD	42	11.6	7.1	11.8	2690	1890
Ziebach	SD	1	33	16.6	-1111.1	409	145
Anderson	TN	215	13.1	6.5	14	3982	4034
Bedford	TN	89	12.8	7.1	18.8	2949	1911
Benton	TN	42	15.7	8.5	17.6	1703	2089
Bledsoe	TN	32	16.7	5.3	-1111.1	1269	1125
Blount	TN	207	10.3	9.3	16.8	3874	3511
Bradley	TN	280	12.5	7.6	11.6	5916	4007
Campbell	TN	85	19.4	6.9	12	2470	2340
Cannon	TN	50	12.6	8.3	17.7	1469	1343
Carroll	TN	49	15	12.6	16.6	1832	2164
Carter	TN	173	16.6	9.1	12.1	2956	3189
Cheatham	TN	128	8.8	4.1	13.5	2448	1343
Chester	TN	55	13.8	11.1	9.2	1784	1477
Claiborne	TN	71	18.3	4.5	17.5	1780	1739
Clay	TN	34	16.8	9.7	12.1	793	980
Cocke	TN	80	19.4	4.3	15.5	2085	2038
Coffee	TN	119	13.2	9.2	17.7	3266	2668
Crockett	TN	55	14.9	8.5	12.7	1814	1887
Cumberland	TN	75	14.1	4.4	17.5	2518	2658
Davidson	TN	1145	13.5	8.7	13.7	26453	15495
Decatur	TN	35	15.1	5.1	12.7	1321	1619
DeKalb	TN	60	14.7	7.4	36.3	2054	1947
Dickson	TN	94	11.6	5.4	13.3	3146	2075
Dyer	TN	74	15.3	12	15	2491	2191
Fayette	TN	49	11.1	10.4	11.4	2024	1413
Fentress	TN	34	20.2	9.7	9.3	2066	1969
Franklin	TN	74	12.5	3.4	17.3	2323	2080
Gibson	TN	80	13.7	13.2	19.4	3104	3556
Giles	TN	48	12.9	9.7	15.4	1759	1713
Grainger	TN	79	15.8	5.7	16.3	2505	2089
Greene	TN	105	14.1	9	12.9	3675	3643
Grundy	TN	41	20.2	3.4	19.9	1984	1655
Hamblen	TN	372	13.9	5.3	12	4121	3075
Hamilton	TN	573	13.3	10.1	11	11872	9553
Hancock	TN	30	23.9	7.8	-1111.1	725	848
Hardeman	TN	42	18.4	15.5	11.7	3379	2829
Hardin	TN	45	17.3	10.5	16.4	2843	3088
Hawkins	TN	115	14.1	7.4	14.6	3233	2696
Haywood	TN	37	17.1	12.6	10.8	2937	2248
Henderson	TN	51	12.9	9.7	17.6	3393	2971
Henry	TN	56	14.6	11	18.5	1821	2180
Hickman	TN	39	14.7	6.9	23.5	2691	2157
Houston	TN	40	14.4	6.5	-1111.1	1026	977
Humphreys	TN	34	12	9.5	19.4	2069	1973
Jackson	TN	36	16.8	8.2	25.2	1096	1395
Jefferson	TN	177	13.4	5.3	8.5	2656	2170
Johnson	TN	61	19.3	11.1	18.7	1596	1959
Knox	TN	796	12.7	6.1	12.2	14567	10953
Lake	TN	46	26.3	7	-1111.1	810	1022
Lauderdale	TN	57	17.8	11.3	11.1	3926	2971
Lawrence	TN	67	14.4	5.9	13.9	2886	2103
Lewis	TN	41	14.9	5.6	15.9	1366	1218
Lincoln	TN	57	13.2	7.8	14.2	1923	1880
Loudon	TN	190	10.4	8.6	11.7	2429	2219
McMinn	TN	119	13.8	4.6	8	3049	2677
McNairy	TN	45	15.6	9	16.5	3207	3119
Macon	TN	70	14.9	8.7	15.3	2538	2024
Madison	TN	170	14	11.4	10.3	6693	4390
Marion	TN	56	13.7	7.5	-1111.1	1734	1550
Marshall	TN	76	11.1	8.8	18.1	1815	1340
Maury	TN	124	11.6	7.2	14.8	5016	3471
Meigs	TN	60	15.9	7.9	11.4	1368	980
Monroe	TN	68	14.9	8.6	12.2	2665	1984
Montgomery	TN	273	12.3	8.7	13.1	7010	2581
Moore	TN	47	9.7		-1111.1	526	514
Morgan	TN	39	16.5	10.9	10.4	2225	1806
Obion	TN	59	12.8	8.6	10.7	2099	1921
Overton	TN	47	15.7	4.3	15.2	2279	2434
Perry	TN	18	14.2	7.1	20	934	946
Pickett	TN	30	15.7		25.6	527	633
Polk	TN	37	14	11.5	16.5	1934	1884
Putnam	TN	166	14.2	7.4	13.6	4207	3162
Rhea	TN	95	14.3	7.6	12.9	1981	1471
Roane	TN	147	13.2	6	17.3	2857	3020
Robertson	TN	127	9.7	4	13.5	4269	2460
Rutherford	TN	353	9.2	6.4	11.8	9107	3549
Scott	TN	41	19.5	5.8	14	2981	2051
Sequatchie	TN	48	14.4	6.2	10.9	1411	1032
Sevier	TN	134	12.4	7.1	11.4	4623	3335
Shelby	TN	1205	16.6	14	9.9	42781	23554
Smith	TN	59	11.9	2.6	7	2132	1908
Stewart	TN	28	12.7	10.2	17.7	1408	1397
Sullivan	TN	370	12.8	7.1	12.7	4899	5457
Sumner	TN	274	9.5	6.6	11.3	5488	3295
Tipton	TN	122	11.5	12.5	9	3530	2236
Trousdale	TN	67	12.9	3.7	24.4	912	850
Unicoi	TN	94	12.8	9.4	12	1875	2203
Union	TN	85	16.8	4.5	13.9	2156	1511
Van Buren	TN	20	15.2	9.6	-1111.1	578	514
Warren	TN	92	15.3	5	13.7	2779	1978
Washington	TN	345	13.6	10.8	13.4	3896	3503
Wayne	TN	23	17.3	8	16.9	1684	1700
Weakley	TN	58	14.7	8.4	12.2	1914	1847
White	TN	64	14.8	7.1	16.1	2819	2774
Williamson	TN	264	5.1	4.2	6.6	5266	2121
Wilson	TN	176	7.9	5.3	14.6	6257	3592
Anderson	TX	53	20.1	6.4	17.4	3298	3018
Andrews	TX	8	15	10.7	13.6	2094	1093
Angelina	TX	102	17.3	6.4	13	6401	3955
Aransas	TX	98	18.5	7	18.8	2362	2560
Archer	TX	10	9.1	8.9	-1111.1	1005	677
Armstrong	TX	2	9.7		-1111.1	227	266
Atascosa	TX	35	19	8.8	17.1	3164	1571
Austin	TX	40	11.3	5.7	11.3	3236	2522
Bailey	TX	8	17.9	7.3	-1111.1	1207	615
Bandera	TX	25	12.4	7.6	22.2	1726	1407
Bastrop	TX	79	12.6	5.6	16.4	4464	2265
Baylor	TX	4	16.7		-1111.1	409	700
Bee	TX	37	24.6	6.7	14.1	1938	1123
Bell	TX	242	14.8	7.5	11.5	16694	4819
Bexar	TX	1218	17.6	7	10.3	73703	30791
Blanco	TX	13	10.5	5.7	23.1	949	917
Borden	TX	1	6.9		-1111.1	37	40
Bosque	TX	18	14.3	8.2	14.8	2013	2641
Bowie	TX	102	17.5	8.2	12.4	5751	4922
Brazoria	TX	201	11.5	5	13.4	12713	5183
Brazos	TX	267	18.9	4.4	8.8	6781	2343
Brewster	TX	1	17.5	11.4	24.9	1156	779
Briscoe	TX	2	15.7		-1111.1	242	225
Brooks	TX	8	29.5	3.1	15	1417	773
Brown	TX	41	18.1	11.2	8.3	2502	2386
Burleson	TX	26	15.5	6.5	13.5	2185	1613
Burnet	TX	42	11.9	6.8	13.2	2364	1920
Caldwell	TX	67	14.7	7.4	14	2580	1405
Calhoun	TX	40	16.3	3.6	9.9	3372	1671
Callahan	TX	15	14.3	6.6	18.2	1347	1409
Cameron	TX	418	29.5	5	6.5	25617	6178
Camp	TX	62	18.2	3.6	15.6	1837	1479
Carson	TX	7	9	14.7	-1111.1	763	646
Cass	TX	32	17.4	11	13.6	1728	1954
Castro	TX	9	19.7	3.3	-1111.1	1360	652
Chambers	TX	47	10.6	6.5	10.4	3061	1763
Cherokee	TX	46	18.2	7.4	18.8	3640	2674
Childress	TX	11	21.2	7.5	20.2	891	944
